"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:41:58.263","76.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:57.553","80.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:57.263","77.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:56.553","75.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:56.263","76.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:55.553","77.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:55.263","76.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:54.553","74.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:54.263","79.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:53.553","75.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:53.263","79.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:52.553","75.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:52.263","80.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:51.553","72.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:51.263","79.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:50.553","76.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:50.263","89.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:49.553","74.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:49.263","91.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:48.553","73.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:48.263","84.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:47.553","75.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:47.263","81.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:46.553","74.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:46.263","83.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:45.553","73.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:45.263","87.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:44.553","75.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:44.263","88.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:43.553","76.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:43.263","86.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:42.553","76.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:42.263","82.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:41.553","71.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:41.264","81.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:40.553","72.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:40.263","80.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:39.553","76.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:39.263","75.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:38.553","75.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:38.263","78.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:37.553","75.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:37.263","76.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:36.553","71.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:36.263","76.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:35.553","76.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:35.263","73.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:34.553","73.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:34.263","73.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:33.553","74.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:33.263","82.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:32.553","73.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:32.263","72.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:31.553","74.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:31.263","72.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:30.553","77.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:30.263","71.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:29.553","78.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:29.263","71.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:28.553","88.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:28.263","73.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:27.553","88.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:27.263","74.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:26.553","89.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:26.263","75.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:25.553","84.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:25.264","74.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:24.553","79.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:24.263","72.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:23.553","80.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:23.263","72.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:22.553","78.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:22.263","74.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:21.553","77.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:21.263","73.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:20.553","84.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:20.263","75.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:19.553","80.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:19.263","72.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:18.553","73.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:18.263","73.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:17.553","74.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:17.263","74.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:16.553","80.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:16.263","73.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:15.553","81.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:15.263","76.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:14.553","82.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:14.263","74.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:13.553","86.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:13.263","76.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:12.553","83.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:12.263","75.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:11.553","80.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:11.263","74.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:10.553","74.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:10.263","76.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:09.553","77.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:09.263","79.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:08.553","77.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:08.263","74.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:07.553","75.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:07.263","73.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:06.553","74.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:06.263","72.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:05.553","75.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:05.263","77.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:04.553","73.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:04.263","75.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:03.553","71.04%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:03.263","86.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:02.553","73.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:02.263","86.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:01.553","70.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:01.263","85.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:00.553","74.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:00.264","76.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:59.553","70.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:59.263","80.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:58.553","69.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:58.263","83.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:57.553","69.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:57.263","84.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:56.553","75.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:56.263","80.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:55.557","72.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:55.263","80.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:54.553","73.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:54.263","79.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:53.553","69.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:53.263","77.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:52.553","71.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:52.263","80.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:51.553","69.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:51.263","74.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:50.553","68.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:50.263","75.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:49.553","68.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:49.263","69.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:48.553","70.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:48.263","69.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:47.553","68.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:47.263","69.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:46.553","69.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:46.263","72.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:45.553","68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:45.263","70.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:44.553","69.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:44.263","71.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:43.553","71.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:43.263","68.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:42.553","70.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:42.263","67.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:41.553","82.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:41.263","67.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:40.553","83.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:40.263","72.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:39.553","84.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:39.263","74.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:38.553","85.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:38.263","77.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:37.553","81.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:37.263","75.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:36.553","74.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:36.263","74.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:35.553","68.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:35.263","61.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:34.553","45.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:34.263","47.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:33.553","60.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:33.263","47.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:32.553","60.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:32.263","47.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:31.553","52.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:31.263","46.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:30.553","49.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:30.263","47.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:29.553","50.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:29.263","48.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:28.553","52.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:28.263","47.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:27.553","52.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:27.263","47.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:26.553","48.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:26.263","48.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:25.553","50.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:25.263","47.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:24.553","49.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:24.263","46.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:23.553","47.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:23.263","46.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:22.553","43.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:22.263","49.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:21.553","47.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:21.263","50.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:20.553","42.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:20.263","46.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:19.553","40%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:19.263","46.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:18.553","43.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:18.263","49.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:17.553","43.88%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:17.263","51.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:16.553","43.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:16.263","60.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:15.553","40.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:15.263","56.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:14.553","42.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:14.263","44.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:13.553","45.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:13.263","50.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:12.553","44.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:12.263","55.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:11.553","43.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:11.263","56.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:10.553","41.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:10.263","52.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:09.553","42.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:09.263","45.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:08.553","46.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:08.263","53.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:07.553","43.89%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:07.263","54.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:06.553","40.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:06.263","49.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:05.553","41.88%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:05.263","49.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:04.553","40.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:04.263","44.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:03.553","42.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:03.263","48.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:02.553","43.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:02.263","45.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:01.553","41.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:01.263","46.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:40:00.553","42.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:40:00.263","45.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:59.553","42.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:59.263","40.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:58.553","42.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:58.263","41.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:57.553","44.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:57.263","43.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:56.553","44.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:56.263","43.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:55.553","42.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:55.263","56.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:54.553","43.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:54.263","49.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:53.553","44.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:53.263","46.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:52.553","43.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:52.263","40.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:51.553","45.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:51.263","51.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:50.553","44.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:50.263","53.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:49.553","43.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:49.263","46.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:48.553","45.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:48.263","42.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:47.553","45.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:47.264","41.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:46.553","48.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:46.263","51.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:45.553","46.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:45.263","48.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:44.553","46.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:44.263","42.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:43.553","49.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:43.263","40.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:42.553","46.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:42.263","42.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:41.553","47.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:41.266","41.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:40.553","45.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:40.263","37.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:39.553","45.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:39.263","41.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:38.553","47.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:38.263","39.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:37.553","47.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:37.263","37.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:36.553","46.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:36.263","37.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:35.553","46.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:35.263","40.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:34.553","52.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:34.263","42.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:33.553","58.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:33.263","42.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:32.553","51.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:32.263","39.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:31.553","42.89%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:31.263","39.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:30.553","42.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:30.263","41.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:29.553","53.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:29.263","40.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:28.553","49.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:28.263","42.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:27.553","50%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:27.263","41.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:26.553","43.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:26.263","40.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:25.553","48.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:25.263","41.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:24.553","51.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:24.263","47.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:23.553","62.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:23.263","61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:22.553","63.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:22.263","60.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:21.553","60.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:21.263","63.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:20.553","63.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:20.263","62.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:19.553","62.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:19.263","59.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:18.553","60.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:18.263","62.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:17.553","66.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:17.263","65.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:16.553","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:16.263","67.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:15.553","64.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:15.263","69.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:14.553","60.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:14.263","69.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:13.553","65.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:13.263","67.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:12.553","63.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:12.263","67.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:11.553","64.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:11.263","73.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:10.553","61.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:10.263","70.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:09.553","60.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:09.263","64.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:08.553","59.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:08.263","61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:07.553","63.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:07.263","68.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:06.553","61.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:06.263","70.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:05.553","60%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:05.263","69.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:04.553","57.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:04.263","67.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:03.553","61.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:03.263","65.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:02.553","60.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:02.263","67.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:01.553","61.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:01.263","66.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:39:00.553","61.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:39:00.263","69.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:59.553","60.89%","ip-172-31-8-7"
