"@timestamp","system.memory.used.pct","agent.hostname"
"Oct 6, 2021 @ 14:47:56.150","32.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:55.167","32.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:55.150","32.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:54.167","32.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:54.150","32.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:53.167","32.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:53.150","32.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:52.167","32.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:52.150","32.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:51.167","32.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:51.151","32.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:50.167","32.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:50.150","32.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:49.167","32.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:49.150","32.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:48.167","32.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:48.150","31.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:47.167","32.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:47.150","31.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:46.167","32.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:46.150","31.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:45.167","32.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:45.150","31.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:44.167","32.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:44.150","31.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:43.167","32.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:43.150","31.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:42.167","32.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:42.150","31.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:41.167","32.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:41.150","31.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:40.167","32.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:40.150","31.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:39.167","32.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:39.150","31.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:38.167","32.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:38.150","31.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:37.167","32.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:37.150","31.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:36.167","32.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:36.150","31.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:35.167","32.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:35.150","31.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:34.167","32.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:34.150","31.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:33.167","32.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:33.150","31.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:32.167","32.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:32.150","31.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:31.167","32.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:31.152","31.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:30.167","32.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:30.150","31.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:29.167","32.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:29.150","31.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:28.167","32.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:28.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:27.167","32.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:27.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:26.167","32.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:26.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:25.167","32.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:25.151","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:24.167","32.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:24.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:23.167","32.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:23.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:22.167","32.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:22.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:21.167","32.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:21.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:20.167","32.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:20.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:19.167","32.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:19.150","31.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:18.167","32.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:18.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:17.166","32.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:17.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:16.167","32.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:16.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:15.167","32.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:15.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:14.167","32.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:14.150","31.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:13.167","32.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:13.150","31.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:12.167","32.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:12.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:11.167","32.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:11.150","31.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:10.167","32.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:10.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:09.167","32.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:09.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:08.167","32.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:08.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:07.167","32.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:07.150","31.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:06.167","32.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:06.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:05.167","32.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:05.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:04.167","32.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:04.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:03.167","32.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:03.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:02.167","32.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:02.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:01.167","32.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:01.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:00.167","32.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:00.150","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:59.167","32.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:59.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:58.167","32.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:58.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:57.167","32.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:57.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:56.167","32.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:56.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:55.167","32.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:55.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:54.167","32.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:54.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:53.167","32.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:53.150","31.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:52.167","32.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:52.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:51.167","32.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:51.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:50.167","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:50.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:49.167","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:49.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:48.167","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:48.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:47.168","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:47.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:46.167","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:46.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:45.167","32.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:45.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:44.167","32.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:44.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:43.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:43.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:42.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:42.150","31.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:41.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:41.150","31.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:40.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:40.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:39.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:39.151","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:38.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:38.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:37.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:37.150","31.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:36.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:36.150","31.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:35.167","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:35.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:34.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:34.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:33.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:33.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:32.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:32.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:31.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:31.150","31.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:30.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:30.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:29.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:29.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:28.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:28.150","31.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:27.167","32.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:27.150","31.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:26.167","32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:26.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:25.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:25.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:24.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:24.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:23.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:23.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:22.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:22.150","31.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:21.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:21.150","31.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:20.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:20.150","31.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:19.167","31.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:19.150","31.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:18.167","32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:18.150","31.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:17.167","31.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:17.150","31.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:16.167","31.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:16.150","31.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:15.167","31.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:15.150","31.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:14.167","32.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:14.150","31.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:13.167","31.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:13.150","31.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:12.167","31.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:12.150","31.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:11.167","31.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:11.150","31.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:10.167","31.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:10.150","31.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:09.167","31.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:09.150","31.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:08.167","31.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:08.150","31.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:07.167","31.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:07.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:06.167","31.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:06.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:05.167","31.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:05.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:04.167","31.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:04.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:03.167","31.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:03.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:02.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:02.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:01.167","31.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:01.150","31.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:00.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:00.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:59.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:59.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:58.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:58.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:57.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:57.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:56.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:56.150","31.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:55.167","31.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:55.150","31.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:54.167","31.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:54.150","31.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:53.167","31.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:53.151","31.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:52.167","31.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:52.150","31.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:51.167","31.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:51.150","31.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:50.167","31.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:50.150","31.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:49.167","31.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:49.150","31.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:48.167","31.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:48.150","31.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:47.167","31.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:47.150","31.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:46.167","31.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:46.150","31.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:45.167","31.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:45.151","31.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:44.167","31.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:44.150","31.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:43.167","31.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:43.150","31.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:42.167","31.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:42.150","31.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:41.167","31.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:41.150","31.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:40.167","31.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:40.150","31.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:39.167","31.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:39.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:38.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:38.150","31.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:37.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:37.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:36.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:36.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:35.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:35.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:34.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:34.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:33.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:33.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:32.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:32.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:31.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:31.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:30.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:30.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:29.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:29.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:28.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:28.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:27.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:27.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:26.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:26.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:25.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:25.151","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:24.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:24.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:23.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:23.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:22.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:22.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:21.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:21.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:20.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:20.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:19.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:19.150","31.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:18.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:18.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:17.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:17.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:16.167","31.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:16.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:15.167","31.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:15.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:14.167","31.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:14.150","31.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:13.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:13.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:12.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:12.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:11.167","31.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:11.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:10.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:10.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:09.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:09.150","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:08.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:08.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:07.167","31.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:07.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:06.167","31.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:06.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:05.167","31.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:05.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:04.167","31.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:04.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:03.167","31.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:03.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:02.167","31.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:02.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:01.167","31.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:01.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:00.167","31.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:00.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:59.167","31.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:59.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:58.167","31.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:58.150","31.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:57.167","31.75%","ip-172-31-14-6"
