"@timestamp","system.cpu.total.norm.pct"
"Mar 30, 2021 @ 09:02:36.309","27.2%"
"Mar 30, 2021 @ 09:02:37.309","27.99%"
"Mar 30, 2021 @ 09:02:38.309","26.77%"
"Mar 30, 2021 @ 09:02:39.309","28.28%"
"Mar 30, 2021 @ 09:02:40.309","37.31%"
"Mar 30, 2021 @ 09:02:41.309","29.95%"
"Mar 30, 2021 @ 09:02:42.309","27.66%"
"Mar 30, 2021 @ 09:02:43.309","28.9%"
"Mar 30, 2021 @ 09:02:44.309","28.28%"
"Mar 30, 2021 @ 09:02:45.309","41.54%"
"Mar 30, 2021 @ 09:02:46.309","33.42%"
"Mar 30, 2021 @ 09:02:47.309","30.48%"
"Mar 30, 2021 @ 09:02:48.309","34.26%"
"Mar 30, 2021 @ 09:02:49.309","35.5%"
"Mar 30, 2021 @ 09:02:50.309","54.5%"
"Mar 30, 2021 @ 09:02:51.309","37.53%"
"Mar 30, 2021 @ 09:02:52.309","39.91%"
"Mar 30, 2021 @ 09:02:53.309","39.35%"
"Mar 30, 2021 @ 09:02:54.309","40.42%"
"Mar 30, 2021 @ 09:02:55.309","60.77%"
"Mar 30, 2021 @ 09:02:56.309","40.76%"
"Mar 30, 2021 @ 09:02:57.309","40.89%"
"Mar 30, 2021 @ 09:02:58.309","40.24%"
"Mar 30, 2021 @ 09:02:59.309","42.49%"
"Mar 30, 2021 @ 09:03:00.309","63.24%"
"Mar 30, 2021 @ 09:03:01.309","43.65%"
"Mar 30, 2021 @ 09:03:02.309","41.46%"
"Mar 30, 2021 @ 09:03:03.309","42%"
"Mar 30, 2021 @ 09:03:04.309","42.07%"
"Mar 30, 2021 @ 09:03:05.309","65.09%"
"Mar 30, 2021 @ 09:03:06.309","48.4%"
"Mar 30, 2021 @ 09:03:07.309","42.86%"
"Mar 30, 2021 @ 09:03:08.309","44.09%"
"Mar 30, 2021 @ 09:03:09.309","43.36%"
"Mar 30, 2021 @ 09:03:10.309","53.07%"
"Mar 30, 2021 @ 09:03:11.309","43.56%"
"Mar 30, 2021 @ 09:03:12.309","44.8%"
"Mar 30, 2021 @ 09:03:13.309","47.45%"
"Mar 30, 2021 @ 09:03:14.309","46.27%"
"Mar 30, 2021 @ 09:03:15.309","56.82%"
"Mar 30, 2021 @ 09:03:16.309","44.44%"
"Mar 30, 2021 @ 09:03:17.309","44.12%"
"Mar 30, 2021 @ 09:03:18.309","53.12%"
"Mar 30, 2021 @ 09:03:19.309","46.52%"
"Mar 30, 2021 @ 09:03:20.309","51.1%"
"Mar 30, 2021 @ 09:03:21.309","45.66%"
"Mar 30, 2021 @ 09:03:22.309","45.7%"
"Mar 30, 2021 @ 09:03:23.309","58.9%"
"Mar 30, 2021 @ 09:03:24.309","45.54%"
"Mar 30, 2021 @ 09:03:25.309","57.52%"
"Mar 30, 2021 @ 09:03:26.309","47.68%"
"Mar 30, 2021 @ 09:03:27.309","50%"
"Mar 30, 2021 @ 09:03:28.309","62.25%"
"Mar 30, 2021 @ 09:03:29.309","52.72%"
"Mar 30, 2021 @ 09:03:30.309","50.25%"
"Mar 30, 2021 @ 09:03:31.309","51.12%"
"Mar 30, 2021 @ 09:03:32.309","49.26%"
"Mar 30, 2021 @ 09:03:33.309","69.17%"
"Mar 30, 2021 @ 09:03:34.309","51.63%"
"Mar 30, 2021 @ 09:03:35.309","55.11%"
"Mar 30, 2021 @ 09:03:36.309","51.24%"
"Mar 30, 2021 @ 09:03:37.309","52.11%"
"Mar 30, 2021 @ 09:03:38.309","71.75%"
"Mar 30, 2021 @ 09:03:39.309","65.06%"
"Mar 30, 2021 @ 09:03:40.309","56.31%"
"Mar 30, 2021 @ 09:03:41.309","53.23%"
"Mar 30, 2021 @ 09:03:42.309","52.51%"
"Mar 30, 2021 @ 09:03:43.309","70.51%"
"Mar 30, 2021 @ 09:03:44.309","68.09%"
"Mar 30, 2021 @ 09:03:45.309","64.65%"
"Mar 30, 2021 @ 09:03:46.309","54.92%"
"Mar 30, 2021 @ 09:03:47.309","53.71%"
"Mar 30, 2021 @ 09:03:48.309","63.71%"
"Mar 30, 2021 @ 09:03:49.309","54.55%"
"Mar 30, 2021 @ 09:03:50.309","58.31%"
"Mar 30, 2021 @ 09:03:51.309","54.68%"
"Mar 30, 2021 @ 09:03:52.309","64.48%"
"Mar 30, 2021 @ 09:03:53.309","60.81%"
"Mar 30, 2021 @ 09:03:54.309","55.03%"
"Mar 30, 2021 @ 09:03:55.309","55.22%"
"Mar 30, 2021 @ 09:03:56.309","56.09%"
"Mar 30, 2021 @ 09:03:57.309","64.74%"
"Mar 30, 2021 @ 09:03:58.309","64.75%"
"Mar 30, 2021 @ 09:03:59.309","62.66%"
"Mar 30, 2021 @ 09:04:00.309","61.07%"
"Mar 30, 2021 @ 09:04:01.309","62.11%"
