"@timestamp","system.cpu.total.norm.pct"
"Mar 29, 2021 @ 15:59:31.735","0%"
"Mar 29, 2021 @ 15:59:32.735","36.3%"
"Mar 29, 2021 @ 15:59:33.735","57.71%"
"Mar 29, 2021 @ 15:59:34.735","45.99%"
"Mar 29, 2021 @ 15:59:35.735","55.92%"
"Mar 29, 2021 @ 15:59:36.735","50.84%"
"Mar 29, 2021 @ 15:59:37.735","48.45%"
"Mar 29, 2021 @ 15:59:38.735","68.63%"
"Mar 29, 2021 @ 15:59:39.736","54.72%"
"Mar 29, 2021 @ 15:59:40.736","78.19%"
"Mar 29, 2021 @ 15:59:41.735","68.96%"
"Mar 29, 2021 @ 15:59:42.736","88.31%"
"Mar 29, 2021 @ 15:59:43.735","87.16%"
"Mar 29, 2021 @ 15:59:44.735","87.81%"
"Mar 29, 2021 @ 15:59:45.735","85.61%"
"Mar 29, 2021 @ 15:59:46.735","83.88%"
"Mar 29, 2021 @ 15:59:47.735","83.25%"
"Mar 29, 2021 @ 15:59:48.735","85.57%"
"Mar 29, 2021 @ 15:59:49.735","86.67%"
"Mar 29, 2021 @ 15:59:50.735","86.22%"
"Mar 29, 2021 @ 15:59:51.735","81.68%"
"Mar 29, 2021 @ 15:59:52.735","91.37%"
"Mar 29, 2021 @ 15:59:53.735","97.98%"
"Mar 29, 2021 @ 15:59:54.735","98.48%"
"Mar 29, 2021 @ 15:59:55.735","97.5%"
"Mar 29, 2021 @ 15:59:56.735","96.2%"
"Mar 29, 2021 @ 15:59:57.735","97.26%"
"Mar 29, 2021 @ 15:59:58.735","99%"
"Mar 29, 2021 @ 15:59:59.735","99.75%"
"Mar 29, 2021 @ 16:00:00.736","99.75%"
"Mar 29, 2021 @ 16:00:01.746","99.75%"
"Mar 29, 2021 @ 16:00:02.737","99.75%"
"Mar 29, 2021 @ 16:00:03.735","99.75%"
"Mar 29, 2021 @ 16:00:04.736","99.5%"
"Mar 29, 2021 @ 16:00:05.736","98.98%"
"Mar 29, 2021 @ 16:00:06.735","99.25%"
"Mar 29, 2021 @ 16:00:07.735","99.5%"
"Mar 29, 2021 @ 16:00:08.752","100%"
"Mar 29, 2021 @ 16:00:09.735","99.75%"
"Mar 29, 2021 @ 16:00:10.735","99.75%"
"Mar 29, 2021 @ 16:00:11.735","100%"
"Mar 29, 2021 @ 16:00:12.735","100%"
"Mar 29, 2021 @ 16:00:13.735","99.75%"
"Mar 29, 2021 @ 16:00:14.735","100%"
"Mar 29, 2021 @ 16:00:15.735","100%"
"Mar 29, 2021 @ 16:00:16.735","100%"
"Mar 29, 2021 @ 16:00:17.735","99.75%"
"Mar 29, 2021 @ 16:00:18.735","100%"
"Mar 29, 2021 @ 16:00:19.735","100%"
"Mar 29, 2021 @ 16:00:20.735","100%"
"Mar 29, 2021 @ 16:00:21.735","100%"
"Mar 29, 2021 @ 16:00:22.735","100%"
"Mar 29, 2021 @ 16:00:23.735","100%"
"Mar 29, 2021 @ 16:00:24.735","100%"
"Mar 29, 2021 @ 16:00:25.735","100%"
"Mar 29, 2021 @ 16:00:26.735","100%"
"Mar 29, 2021 @ 16:00:27.735","99.75%"
"Mar 29, 2021 @ 16:00:28.735","100%"
"Mar 29, 2021 @ 16:00:29.737","100%"
"Mar 29, 2021 @ 16:00:30.736","99.5%"
"Mar 29, 2021 @ 16:00:31.735","100%"
"Mar 29, 2021 @ 16:00:32.735","100%"
"Mar 29, 2021 @ 16:00:33.735","100%"
"Mar 29, 2021 @ 16:00:34.735","100%"
"Mar 29, 2021 @ 16:00:35.735","99.75%"
"Mar 29, 2021 @ 16:00:36.735","100%"
"Mar 29, 2021 @ 16:00:37.735","100%"
"Mar 29, 2021 @ 16:00:38.735","100%"
"Mar 29, 2021 @ 16:00:39.735","100%"
"Mar 29, 2021 @ 16:00:40.735","100%"
"Mar 29, 2021 @ 16:00:41.737","100%"
"Mar 29, 2021 @ 16:00:42.735","100%"
"Mar 29, 2021 @ 16:00:43.735","100%"
"Mar 29, 2021 @ 16:00:44.735","100%"
"Mar 29, 2021 @ 16:00:45.736","99.75%"
"Mar 29, 2021 @ 16:00:46.735","100%"
"Mar 29, 2021 @ 16:00:47.744","100%"
"Mar 29, 2021 @ 16:00:48.735","99.75%"
"Mar 29, 2021 @ 16:00:49.778","100%"
"Mar 29, 2021 @ 16:00:50.735","99.74%"
"Mar 29, 2021 @ 16:00:51.735","100%"
"Mar 29, 2021 @ 16:00:52.735","100%"
