timestamp,event
"Mar 29, 2021 @ 16:00:12.233",participantJoined
"Mar 29, 2021 @ 16:00:32.442",participantJoined
"Mar 29, 2021 @ 15:59:30.579",participantJoined
"Mar 29, 2021 @ 15:59:42.919",participantJoined
"Mar 29, 2021 @ 15:59:56.410",participantJoined
"Mar 29, 2021 @ 16:01:23.342",participantJoined
"Mar 29, 2021 @ 16:00:55.179",participantJoined
