timestamp,event
2021-10-01 08:34:22.702000,participantJoined
2021-10-01 08:34:27.830000,participantJoined
2021-10-01 08:34:36.844000,participantJoined
2021-10-01 08:34:45.460000,participantJoined
2021-10-01 08:34:56.989000,participantJoined
2021-10-01 08:36:35.564000,participantJoined
2021-10-01 08:34:15.461000,participantJoined
2021-10-01 08:35:09.473000,participantJoined
2021-10-01 08:35:25.143000,participantJoined
2021-10-01 08:35:38.329000,participantJoined
2021-10-01 08:35:54.453000,participantJoined
2021-10-01 08:36:15.773000,participantJoined
2021-10-01 08:36:59.364000,participantJoined
