timestamp,event
2021-09-30 16:30:27.106000,participantJoined
2021-09-30 16:30:31.701000,participantJoined
2021-09-30 16:30:42.417000,participantJoined
2021-09-30 16:31:20.624000,participantJoined
2021-09-30 16:31:35.999000,participantJoined
2021-09-30 16:31:59.196000,participantJoined
2021-09-30 16:32:10.235000,participantJoined
2021-09-30 16:32:14.808000,participantJoined
2021-09-30 16:32:21.305000,participantJoined
2021-09-30 16:32:36.549000,participantJoined
2021-09-30 16:32:42.917000,participantJoined
2021-09-30 16:30:22.690000,participantJoined
2021-09-30 16:30:37.920000,participantJoined
2021-09-30 16:32:57.974000,participantJoined
2021-09-30 16:33:04.152000,participantJoined
2021-09-30 16:33:13.192000,participantJoined
2021-09-30 16:33:14.841000,participantJoined
2021-09-30 16:32:52.014000,participantJoined
2021-09-30 16:32:47.469000,participantJoined
2021-09-30 16:32:53.557000,participantJoined
2021-09-30 16:33:02.489000,participantJoined
2021-09-30 16:33:19.266000,participantJoined
2021-09-30 16:33:08.611000,participantJoined
2021-09-30 16:34:44.940000,participantJoined
2021-09-30 16:34:51.362000,participantJoined
2021-09-30 16:35:00.437000,participantJoined
2021-09-30 16:34:38.681000,participantJoined
2021-09-30 16:34:40.494000,participantJoined
2021-09-30 16:34:49.581000,participantJoined
2021-09-30 16:34:55.830000,participantJoined
2021-09-30 16:35:02.195000,participantJoined
2021-09-30 16:35:06.672000,participantJoined
2021-09-30 16:35:11.272000,participantJoined
2021-09-30 16:33:34.584000,participantJoined
2021-09-30 16:33:46.816000,participantJoined
2021-09-30 16:33:51.242000,participantJoined
2021-09-30 16:33:55.724000,participantJoined
2021-09-30 16:34:01.856000,participantJoined
2021-09-30 16:34:06.413000,participantJoined
2021-09-30 16:34:08.163000,participantJoined
2021-09-30 16:34:12.572000,participantJoined
2021-09-30 16:34:29.516000,participantJoined
2021-09-30 16:34:34.112000,participantJoined
2021-09-30 16:30:11.862000,participantJoined
2021-09-30 16:30:16.545000,participantJoined
2021-09-30 16:30:21.114000,participantJoined
2021-09-30 16:30:53.241000,participantJoined
2021-09-30 16:30:54.907000,participantJoined
2021-09-30 16:30:59.345000,participantJoined
2021-09-30 16:31:03.884000,participantJoined
2021-09-30 16:31:10.056000,participantJoined
2021-09-30 16:31:14.532000,participantJoined
2021-09-30 16:31:16.239000,participantJoined
2021-09-30 16:31:25.144000,participantJoined
2021-09-30 16:31:46.856000,participantJoined
2021-09-30 16:31:52.937000,participantJoined
2021-09-30 16:31:57.674000,participantJoined
2021-09-30 16:32:03.731000,participantJoined
2021-09-30 16:32:19.408000,participantJoined
2021-09-30 16:32:41.139000,participantJoined
2021-09-30 16:33:36.232000,participantJoined
2021-09-30 16:33:40.688000,participantJoined
2021-09-30 16:33:45.240000,participantJoined
2021-09-30 16:33:57.391000,participantJoined
2021-09-30 16:34:18.800000,participantJoined
2021-09-30 16:34:23.280000,participantJoined
2021-09-30 16:33:23.913000,participantJoined
2021-09-30 16:33:25.640000,participantJoined
2021-09-30 16:30:33.456000,participantJoined
2021-09-30 16:30:44.339000,participantJoined
2021-09-30 16:30:48.738000,participantJoined
2021-09-30 16:31:05.603000,participantJoined
2021-09-30 16:31:26.934000,participantJoined
2021-09-30 16:31:31.502000,participantJoined
2021-09-30 16:31:37.740000,participantJoined
2021-09-30 16:31:42.155000,participantJoined
2021-09-30 16:31:48.446000,participantJoined
2021-09-30 16:32:08.368000,participantJoined
2021-09-30 16:32:25.748000,participantJoined
2021-09-30 16:32:30.341000,participantJoined
2021-09-30 16:32:32.162000,participantJoined
2021-09-30 16:33:30.077000,participantJoined
2021-09-30 16:34:17.180000,participantJoined
2021-09-30 16:34:27.854000,participantJoined
