"@timestamp","system.cpu.total.norm.pct"
"Mar 29, 2021 @ 14:19:53.925","0%"
"Mar 29, 2021 @ 14:19:54.925","16.87%"
"Mar 29, 2021 @ 14:19:55.925","10.86%"
"Mar 29, 2021 @ 14:19:56.925","6.77%"
"Mar 29, 2021 @ 14:19:57.925","8.56%"
"Mar 29, 2021 @ 14:19:58.925","39.34%"
"Mar 29, 2021 @ 14:19:59.925","12.96%"
"Mar 29, 2021 @ 14:20:00.925","14.89%"
"Mar 29, 2021 @ 14:20:01.929","27.36%"
"Mar 29, 2021 @ 14:20:02.925","33.66%"
"Mar 29, 2021 @ 14:20:03.926","18.16%"
"Mar 29, 2021 @ 14:20:04.925","27.46%"
"Mar 29, 2021 @ 14:20:05.925","26.54%"
"Mar 29, 2021 @ 14:20:06.925","18.82%"
"Mar 29, 2021 @ 14:20:07.925","20.67%"
"Mar 29, 2021 @ 14:20:08.927","22.97%"
"Mar 29, 2021 @ 14:20:09.925","36.22%"
"Mar 29, 2021 @ 14:20:10.925","27.11%"
"Mar 29, 2021 @ 14:20:11.925","20.84%"
"Mar 29, 2021 @ 14:20:12.926","36.38%"
"Mar 29, 2021 @ 14:20:13.925","50.46%"
"Mar 29, 2021 @ 14:20:14.925","27.95%"
"Mar 29, 2021 @ 14:20:15.925","22.27%"
"Mar 29, 2021 @ 14:20:16.925","34.86%"
"Mar 29, 2021 @ 14:20:17.925","25.46%"
"Mar 29, 2021 @ 14:20:18.925","25.62%"
"Mar 29, 2021 @ 14:20:19.925","24.49%"
"Mar 29, 2021 @ 14:20:20.925","47.94%"
"Mar 29, 2021 @ 14:20:21.925","31.7%"
"Mar 29, 2021 @ 14:20:22.925","25.46%"
"Mar 29, 2021 @ 14:20:23.925","38.96%"
"Mar 29, 2021 @ 14:20:24.925","47.56%"
"Mar 29, 2021 @ 14:20:25.925","33.87%"
"Mar 29, 2021 @ 14:20:26.925","24.07%"
"Mar 29, 2021 @ 14:20:27.926","33.95%"
"Mar 29, 2021 @ 14:20:28.925","33.03%"
"Mar 29, 2021 @ 14:20:29.925","30.66%"
"Mar 29, 2021 @ 14:20:30.925","30.93%"
"Mar 29, 2021 @ 14:20:31.925","38.34%"
"Mar 29, 2021 @ 14:20:32.925","35.33%"
"Mar 29, 2021 @ 14:20:33.925","33.87%"
"Mar 29, 2021 @ 14:20:34.925","60.66%"
"Mar 29, 2021 @ 14:20:35.925","43.52%"
"Mar 29, 2021 @ 14:20:36.925","35.83%"
"Mar 29, 2021 @ 14:20:37.925","43.62%"
"Mar 29, 2021 @ 14:20:38.925","40.24%"
"Mar 29, 2021 @ 14:20:39.925","36.05%"
"Mar 29, 2021 @ 14:20:40.925","37.53%"
"Mar 29, 2021 @ 14:20:41.925","47.49%"
"Mar 29, 2021 @ 14:20:42.925","43.95%"
"Mar 29, 2021 @ 14:20:43.925","32.94%"
"Mar 29, 2021 @ 14:20:44.925","31.8%"
"Mar 29, 2021 @ 14:20:45.925","58.77%"
"Mar 29, 2021 @ 14:20:46.925","36.04%"
"Mar 29, 2021 @ 14:20:47.925","35.98%"
"Mar 29, 2021 @ 14:20:48.926","42.45%"
"Mar 29, 2021 @ 14:20:49.925","48.68%"
"Mar 29, 2021 @ 14:20:50.925","51.42%"
"Mar 29, 2021 @ 14:20:51.925","39.4%"
"Mar 29, 2021 @ 14:20:52.925","61.43%"
"Mar 29, 2021 @ 14:20:53.925","35.7%"
"Mar 29, 2021 @ 14:20:54.926","48.23%"
"Mar 29, 2021 @ 14:20:55.926","44.34%"
"Mar 29, 2021 @ 14:20:56.926","62.47%"
"Mar 29, 2021 @ 14:20:57.925","38.46%"
"Mar 29, 2021 @ 14:20:58.925","64.1%"
"Mar 29, 2021 @ 14:20:59.926","59.9%"
"Mar 29, 2021 @ 14:21:00.925","46.81%"
"Mar 29, 2021 @ 14:21:01.925","58.85%"
"Mar 29, 2021 @ 14:21:02.925","53.27%"
"Mar 29, 2021 @ 14:21:03.925","64.82%"
"Mar 29, 2021 @ 14:21:04.925","42.82%"
"Mar 29, 2021 @ 14:21:05.927","44.86%"
"Mar 29, 2021 @ 14:21:06.925","54.57%"
"Mar 29, 2021 @ 14:21:07.925","48.67%"
"Mar 29, 2021 @ 14:21:08.925","39.9%"
"Mar 29, 2021 @ 14:21:09.925","38.21%"
"Mar 29, 2021 @ 14:21:10.925","51.19%"
"Mar 29, 2021 @ 14:21:11.925","42.72%"
