"@timestamp","system.cpu.total.norm.pct"
"Mar 30, 2021 @ 08:25:44.226","0.5%"
"Mar 30, 2021 @ 08:25:45.226","0.75%"
"Mar 30, 2021 @ 08:25:46.226","0.75%"
"Mar 30, 2021 @ 08:25:47.226","0.5%"
"Mar 30, 2021 @ 08:25:48.226","0.5%"
"Mar 30, 2021 @ 08:25:49.226","1.25%"
"Mar 30, 2021 @ 08:25:50.226","0.25%"
"Mar 30, 2021 @ 08:25:51.226","1%"
"Mar 30, 2021 @ 08:25:52.226","1%"
"Mar 30, 2021 @ 08:25:53.226","0.5%"
"Mar 30, 2021 @ 08:25:54.226","39.7%"
"Mar 30, 2021 @ 08:25:55.226","21.05%"
"Mar 30, 2021 @ 08:25:56.226","17.56%"
"Mar 30, 2021 @ 08:25:57.226","4.59%"
"Mar 30, 2021 @ 08:25:58.226","7.79%"
"Mar 30, 2021 @ 08:25:59.226","6.35%"
"Mar 30, 2021 @ 08:26:00.226","11.11%"
"Mar 30, 2021 @ 08:26:01.226","40.51%"
"Mar 30, 2021 @ 08:26:02.226","29.92%"
"Mar 30, 2021 @ 08:26:03.226","31.44%"
"Mar 30, 2021 @ 08:26:04.226","20.73%"
"Mar 30, 2021 @ 08:26:05.226","21.65%"
"Mar 30, 2021 @ 08:26:06.226","21.99%"
"Mar 30, 2021 @ 08:26:07.226","24.1%"
"Mar 30, 2021 @ 08:26:08.226","54.21%"
"Mar 30, 2021 @ 08:26:09.226","38.94%"
"Mar 30, 2021 @ 08:26:10.226","61.87%"
"Mar 30, 2021 @ 08:26:11.226","45.54%"
"Mar 30, 2021 @ 08:26:12.226","46.02%"
"Mar 30, 2021 @ 08:26:13.228","50.74%"
"Mar 30, 2021 @ 08:26:14.226","73.37%"
"Mar 30, 2021 @ 08:26:15.226","69.5%"
"Mar 30, 2021 @ 08:26:16.226","63.13%"
"Mar 30, 2021 @ 08:26:17.226","50.49%"
"Mar 30, 2021 @ 08:26:18.226","52.58%"
"Mar 30, 2021 @ 08:26:19.226","54.68%"
"Mar 30, 2021 @ 08:26:20.226","55.16%"
"Mar 30, 2021 @ 08:26:21.226","82.96%"
"Mar 30, 2021 @ 08:26:22.226","74.68%"
"Mar 30, 2021 @ 08:26:23.226","81.36%"
"Mar 30, 2021 @ 08:26:24.226","74.94%"
"Mar 30, 2021 @ 08:26:25.226","74.3%"
"Mar 30, 2021 @ 08:26:26.226","76.32%"
"Mar 30, 2021 @ 08:26:27.226","75.83%"
"Mar 30, 2021 @ 08:26:28.226","79.95%"
"Mar 30, 2021 @ 08:26:29.228","96.75%"
"Mar 30, 2021 @ 08:26:30.226","96%"
"Mar 30, 2021 @ 08:26:31.227","94.46%"
"Mar 30, 2021 @ 08:26:32.229","98.24%"
"Mar 30, 2021 @ 08:26:33.226","99.75%"
"Mar 30, 2021 @ 08:26:34.226","98.99%"
"Mar 30, 2021 @ 08:26:35.226","99.25%"
"Mar 30, 2021 @ 08:26:36.235","98.76%"
"Mar 30, 2021 @ 08:26:37.254","99.26%"
"Mar 30, 2021 @ 08:26:38.226","99.74%"
"Mar 30, 2021 @ 08:26:39.226","100%"
"Mar 30, 2021 @ 08:26:40.242","100%"
"Mar 30, 2021 @ 08:26:41.237","99.75%"
"Mar 30, 2021 @ 08:26:42.229","99.75%"
"Mar 30, 2021 @ 08:26:43.227","99.25%"
"Mar 30, 2021 @ 08:26:44.226","99.5%"
"Mar 30, 2021 @ 08:26:45.242","99.51%"
"Mar 30, 2021 @ 08:26:46.229","99.75%"
"Mar 30, 2021 @ 08:26:47.228","99.5%"
"Mar 30, 2021 @ 08:26:48.235","100%"
"Mar 30, 2021 @ 08:26:49.231","99.75%"
"Mar 30, 2021 @ 08:26:50.226","100%"
"Mar 30, 2021 @ 08:26:51.226","99.5%"
"Mar 30, 2021 @ 08:26:52.240","100%"
"Mar 30, 2021 @ 08:26:53.226","100%"
"Mar 30, 2021 @ 08:26:54.226","100%"
"Mar 30, 2021 @ 08:26:55.226","99.75%"
"Mar 30, 2021 @ 08:26:56.226","100%"
"Mar 30, 2021 @ 08:26:57.226","100%"
"Mar 30, 2021 @ 08:26:58.226","99.75%"
"Mar 30, 2021 @ 08:26:59.230","100%"
"Mar 30, 2021 @ 08:27:00.246","100%"
"Mar 30, 2021 @ 08:27:01.238","100%"
"Mar 30, 2021 @ 08:27:02.226","100%"
"Mar 30, 2021 @ 08:27:03.252","100%"
"Mar 30, 2021 @ 08:27:04.228","99.74%"
"Mar 30, 2021 @ 08:27:05.226","100%"
"Mar 30, 2021 @ 08:27:06.226","100%"
"Mar 30, 2021 @ 08:27:07.246","100%"
"Mar 30, 2021 @ 08:27:08.229","100%"
"Mar 30, 2021 @ 08:27:09.226","100%"
"Mar 30, 2021 @ 08:27:10.226","100%"
"Mar 30, 2021 @ 08:27:11.231","100%"
"Mar 30, 2021 @ 08:27:12.226","100%"
"Mar 30, 2021 @ 08:27:13.249","100%"
"Mar 30, 2021 @ 08:27:14.234","100%"
"Mar 30, 2021 @ 08:27:15.238","100%"
"Mar 30, 2021 @ 08:27:16.241","100%"
"Mar 30, 2021 @ 08:27:17.247","100%"
"Mar 30, 2021 @ 08:27:18.226","100%"
"Mar 30, 2021 @ 08:27:19.252","100%"
"Mar 30, 2021 @ 08:27:20.226","100%"
"Mar 30, 2021 @ 08:27:21.226","100%"
"Mar 30, 2021 @ 08:27:22.226","100%"
"Mar 30, 2021 @ 08:27:23.226","100%"
"Mar 30, 2021 @ 08:27:24.226","99.75%"
"Mar 30, 2021 @ 08:27:25.226","100%"
"Mar 30, 2021 @ 08:27:26.227","100%"
"Mar 30, 2021 @ 08:27:27.226","100%"
"Mar 30, 2021 @ 08:27:28.232","100%"
"Mar 30, 2021 @ 08:27:29.244","100%"
"Mar 30, 2021 @ 08:27:30.233","100%"
"Mar 30, 2021 @ 08:27:31.226","100%"
"Mar 30, 2021 @ 08:27:32.230","100%"
"Mar 30, 2021 @ 08:27:33.226","100%"
"Mar 30, 2021 @ 08:27:34.235","100%"
"Mar 30, 2021 @ 08:27:35.234","100%"
"Mar 30, 2021 @ 08:27:36.229","100%"
"Mar 30, 2021 @ 08:27:37.242","100%"
"Mar 30, 2021 @ 08:27:38.236","100%"
"Mar 30, 2021 @ 08:27:39.262","100%"
"Mar 30, 2021 @ 08:27:40.256","100%"
"Mar 30, 2021 @ 08:27:41.228","100%"
"Mar 30, 2021 @ 08:27:42.238","100%"
"Mar 30, 2021 @ 08:27:43.237","100%"
