"@timestamp","system.memory.used.pct"
"Mar 30, 2021 @ 08:31:01.179","66.91%"
"Mar 30, 2021 @ 08:31:02.182","66.95%"
"Mar 30, 2021 @ 08:31:03.202","66.99%"
"Mar 30, 2021 @ 08:31:04.183","67%"
"Mar 30, 2021 @ 08:31:05.202","67.03%"
"Mar 30, 2021 @ 08:31:06.179","67.03%"
"Mar 30, 2021 @ 08:31:07.180","67.01%"
"Mar 30, 2021 @ 08:31:08.179","67.04%"
"Mar 30, 2021 @ 08:31:09.191","67.03%"
"Mar 30, 2021 @ 08:31:10.181","37.01%"
"Mar 30, 2021 @ 08:31:11.179","26.39%"
"Mar 30, 2021 @ 08:31:12.179","26.15%"
"Mar 30, 2021 @ 08:31:13.179","26.04%"
"Mar 30, 2021 @ 08:31:14.179","26.04%"
"Mar 30, 2021 @ 08:31:15.179","26.04%"
"Mar 30, 2021 @ 08:31:16.179","26.04%"
"Mar 30, 2021 @ 08:31:17.179","26.04%"
"Mar 30, 2021 @ 08:31:18.179","26.04%"
"Mar 30, 2021 @ 08:31:19.179","26.04%"
