"@timestamp","system.cpu.total.norm.pct"
"Mar 29, 2021 @ 11:02:40.317","5.17%"
"Mar 29, 2021 @ 11:02:45.317","5.32%"
"Mar 29, 2021 @ 11:02:50.317","5.52%"
"Mar 29, 2021 @ 11:02:55.317","10.31%"
"Mar 29, 2021 @ 11:03:00.317","9.64%"
"Mar 29, 2021 @ 11:03:05.317","13.28%"
"Mar 29, 2021 @ 11:03:10.317","10.3%"
"Mar 29, 2021 @ 11:03:15.317","7.63%"
"Mar 29, 2021 @ 11:03:20.317","7.79%"
"Mar 29, 2021 @ 11:03:25.317","13.1%"
"Mar 29, 2021 @ 11:03:30.317","11.76%"
"Mar 29, 2021 @ 11:03:35.317","9.84%"
"Mar 29, 2021 @ 11:03:40.317","8.12%"
"Mar 29, 2021 @ 11:03:45.317","7.15%"
"Mar 29, 2021 @ 11:03:50.317","10.13%"
"Mar 29, 2021 @ 11:03:55.317","12.53%"
"Mar 29, 2021 @ 11:04:00.317","10.38%"
"Mar 29, 2021 @ 11:04:05.317","10.78%"
"Mar 29, 2021 @ 11:04:10.317","7.19%"
"Mar 29, 2021 @ 11:04:15.317","5.76%"
"Mar 29, 2021 @ 11:04:20.317","9.7%"
"Mar 29, 2021 @ 11:04:25.317","11.61%"
"Mar 29, 2021 @ 11:04:30.317","11.83%"
"Mar 29, 2021 @ 11:04:35.317","11.23%"
"Mar 29, 2021 @ 11:04:40.317","6.44%"
"Mar 29, 2021 @ 11:04:45.317","9.59%"
"Mar 29, 2021 @ 11:04:50.317","8.91%"
"Mar 29, 2021 @ 11:04:55.317","11.67%"
"Mar 29, 2021 @ 11:05:00.317","11.33%"
"Mar 29, 2021 @ 11:05:05.318","12.27%"
"Mar 29, 2021 @ 11:05:10.317","7.6%"
"Mar 29, 2021 @ 11:05:15.317","8.91%"
"Mar 29, 2021 @ 11:05:20.317","9.65%"
"Mar 29, 2021 @ 11:05:25.317","8.47%"
"Mar 29, 2021 @ 11:05:30.317","11.88%"
"Mar 29, 2021 @ 11:05:35.317","9.9%"
"Mar 29, 2021 @ 11:05:40.317","9.47%"
"Mar 29, 2021 @ 11:05:45.317","11.11%"
"Mar 29, 2021 @ 11:05:50.317","8.99%"
"Mar 29, 2021 @ 11:05:55.317","9.4%"
"Mar 29, 2021 @ 11:06:00.317","10.21%"
"Mar 29, 2021 @ 11:06:05.317","9.22%"
"Mar 29, 2021 @ 11:06:10.317","10.26%"
"Mar 29, 2021 @ 11:06:15.317","9.11%"
"Mar 29, 2021 @ 11:06:20.317","10.42%"
"Mar 29, 2021 @ 11:06:25.317","10.3%"
"Mar 29, 2021 @ 11:06:30.317","8%"
"Mar 29, 2021 @ 11:06:35.317","9.6%"
"Mar 29, 2021 @ 11:06:40.317","9.03%"
"Mar 29, 2021 @ 11:06:45.317","5.09%"
"Mar 29, 2021 @ 11:06:50.317","8.82%"
"Mar 29, 2021 @ 11:06:55.317","7.9%"
"Mar 29, 2021 @ 11:07:00.317","7.08%"
"Mar 29, 2021 @ 11:07:05.317","6.64%"
"Mar 29, 2021 @ 11:07:10.317","5.44%"
"Mar 29, 2021 @ 11:07:15.317","6.63%"
"Mar 29, 2021 @ 11:07:20.317","11.06%"
"Mar 29, 2021 @ 11:07:25.317","7.54%"
"Mar 29, 2021 @ 11:07:30.317","7.53%"
"Mar 29, 2021 @ 11:07:35.317","5.91%"
"Mar 29, 2021 @ 11:07:40.317","3.32%"
"Mar 29, 2021 @ 11:07:45.317","4.65%"
"Mar 29, 2021 @ 11:07:50.317","3.55%"
"Mar 29, 2021 @ 11:07:55.317","3.11%"
"Mar 29, 2021 @ 11:08:00.317","3.5%"
