timestamp,event
2021-10-05 14:24:11.405000,participantJoined
2021-10-05 14:24:47.568000,participantJoined
2021-10-05 14:23:43.438000,participantJoined
2021-10-05 14:25:08.082000,participantJoined
2021-10-05 14:25:36.167000,participantJoined
2021-10-05 14:22:32.660000,participantJoined
2021-10-05 14:22:44.743000,participantJoined
2021-10-05 14:23:00.520000,participantJoined
2021-10-05 14:23:19.101000,participantJoined
2021-10-05 14:22:23.824000,participantJoined
2021-10-05 14:22:16.476000,participantJoined
