@timestamp,system.cpu.total.norm.pct
2021-09-30 16:42:56.265000,11.03
2021-09-30 16:42:57.265000,18.360000000000003
2021-09-30 16:42:58.265000,1.7500000000000002
2021-09-30 16:42:59.265000,1.7399999999999998
2021-09-30 16:43:00.265000,1.01
2021-09-30 16:43:16.265000,21.23
2021-09-30 16:43:17.265000,22.99
2021-09-30 16:43:18.265000,24.64
2021-09-30 16:43:19.265000,32.59
2021-09-30 16:43:20.265000,22.89
2021-09-30 16:43:21.265000,11.39
2021-09-30 16:43:07.265000,1.5
2021-09-30 16:43:08.265000,1.25
2021-09-30 16:43:09.265000,1.9900000000000002
2021-09-30 16:43:10.265000,2.5
2021-09-30 16:43:11.265000,1.0
2021-09-30 16:42:42.265000,2.76
2021-09-30 16:42:43.265000,4.2299999999999995
2021-09-30 16:42:44.265000,3.75
2021-09-30 16:42:45.265000,1.25
2021-09-30 16:42:46.265000,1.0
2021-09-30 16:42:47.265000,4.22
2021-09-30 16:42:48.265000,5.47
2021-09-30 16:42:49.265000,10.2
2021-09-30 16:42:50.265000,1.5
2021-09-30 16:42:51.265000,1.0
2021-09-30 16:42:52.265000,0.75
2021-09-30 16:42:53.265000,1.0
2021-09-30 16:42:54.265000,5.24
2021-09-30 16:42:55.265000,43.419999999999995
2021-09-30 16:43:01.265000,1.25
2021-09-30 16:43:02.265000,6.419999999999999
2021-09-30 16:43:03.265000,1.25
2021-09-30 16:43:04.265000,1.49
2021-09-30 16:43:05.265000,2.76
2021-09-30 16:43:06.265000,1.0
2021-09-30 16:43:12.265000,3.9800000000000004
2021-09-30 16:43:13.265000,1.25
2021-09-30 16:43:14.265000,5.45
2021-09-30 16:43:15.265000,11.72
2021-09-30 16:44:22.265000,100
2021-09-30 16:44:23.265000,100
2021-09-30 16:44:24.265000,100
2021-09-30 16:44:25.265000,100
2021-09-30 16:44:26.264000,100
2021-09-30 16:44:32.265000,100
2021-09-30 16:44:33.265000,100
2021-09-30 16:44:34.265000,100
2021-09-30 16:44:35.265000,100
2021-09-30 16:44:36.264000,100
2021-09-30 16:44:43.265000,100
2021-09-30 16:44:44.265000,100
2021-09-30 16:44:45.264000,100
2021-09-30 16:44:46.265000,100
2021-09-30 16:44:12.264000,100
2021-09-30 16:44:13.266000,100
2021-09-30 16:44:14.265000,100
2021-09-30 16:44:15.265000,100
2021-09-30 16:44:16.265000,100
2021-09-30 16:44:07.265000,100
2021-09-30 16:44:08.265000,100
2021-09-30 16:44:09.265000,100
2021-09-30 16:44:10.265000,100
2021-09-30 16:44:11.266000,100
2021-09-30 16:44:27.264000,100
2021-09-30 16:44:28.265000,100
2021-09-30 16:44:29.265000,100
2021-09-30 16:44:30.265000,99.75
2021-09-30 16:44:31.264000,100
2021-09-30 16:44:17.265000,100
2021-09-30 16:44:18.264000,100
2021-09-30 16:44:19.265000,100
2021-09-30 16:44:20.265000,100
2021-09-30 16:44:21.265000,100
2021-09-30 16:44:37.264000,100
2021-09-30 16:44:38.265000,100
2021-09-30 16:44:39.265000,100
2021-09-30 16:44:40.265000,100
2021-09-30 16:44:41.269000,100
2021-09-30 16:44:42.265000,100
2021-09-30 16:42:36.264000,0
2021-09-30 16:42:37.265000,16.189999999999998
2021-09-30 16:42:38.265000,3.53
2021-09-30 16:42:39.265000,5.67
2021-09-30 16:42:40.265000,3.0
2021-09-30 16:42:41.265000,11.55
2021-09-30 16:43:57.265000,100
2021-09-30 16:43:58.264000,100
2021-09-30 16:43:59.264000,99.75
2021-09-30 16:44:00.265000,100
2021-09-30 16:44:01.265000,100
2021-09-30 16:43:41.265000,100
2021-09-30 16:43:42.265000,99.25
2021-09-30 16:43:43.268000,99.75
2021-09-30 16:43:44.265000,99.5
2021-09-30 16:43:45.265000,99.5
2021-09-30 16:43:46.264000,99.25
2021-09-30 16:43:47.265000,99.5
2021-09-30 16:43:48.265000,99.75
2021-09-30 16:43:49.265000,100
2021-09-30 16:43:50.264000,100
2021-09-30 16:43:51.265000,100
2021-09-30 16:43:32.266000,72.96000000000001
2021-09-30 16:43:33.265000,89.51
2021-09-30 16:43:34.264000,89.55
2021-09-30 16:43:35.265000,96.46000000000001
2021-09-30 16:43:36.265000,95.19999999999999
2021-09-30 16:43:22.265000,14.85
2021-09-30 16:43:23.265000,23.849999999999998
2021-09-30 16:43:24.265000,30.220000000000002
2021-09-30 16:43:25.265000,54.37
2021-09-30 16:44:02.265000,100
2021-09-30 16:44:03.265000,100
2021-09-30 16:44:04.265000,100
2021-09-30 16:44:05.265000,99.75
2021-09-30 16:44:06.265000,100
2021-09-30 16:43:26.265000,38.7
2021-09-30 16:43:27.264000,72.11999999999999
2021-09-30 16:43:28.265000,60.0
2021-09-30 16:43:29.266000,66.75
2021-09-30 16:43:30.265000,63.4
2021-09-30 16:43:31.265000,62.370000000000005
2021-09-30 16:43:52.265000,99.75
2021-09-30 16:43:53.264000,100
2021-09-30 16:43:54.265000,99.5
2021-09-30 16:43:55.265000,100
2021-09-30 16:43:56.265000,100
2021-09-30 16:43:37.265000,96.45
2021-09-30 16:43:38.265000,98.24000000000001
2021-09-30 16:43:39.265000,99.25
2021-09-30 16:43:40.266000,99.5
2021-09-30 16:45:22.265000,100
2021-09-30 16:45:23.265000,100
2021-09-30 16:45:24.264000,100
2021-09-30 16:45:25.265000,100
2021-09-30 16:45:26.264000,100
2021-09-30 16:44:53.264000,100
2021-09-30 16:44:54.264000,100
2021-09-30 16:44:55.265000,100
2021-09-30 16:44:56.264000,100
2021-09-30 16:45:02.265000,100
2021-09-30 16:45:03.265000,100
2021-09-30 16:45:04.265000,100
2021-09-30 16:45:05.264000,100
2021-09-30 16:45:06.267000,100
2021-09-30 16:45:07.264000,100
2021-09-30 16:45:12.265000,100
2021-09-30 16:45:13.265000,100
2021-09-30 16:45:14.265000,100
2021-09-30 16:45:15.265000,100
2021-09-30 16:45:16.265000,100
2021-09-30 16:45:17.265000,100
2021-09-30 16:45:08.265000,100
2021-09-30 16:45:09.264000,100
2021-09-30 16:45:10.265000,100
2021-09-30 16:45:11.264000,100
2021-09-30 16:44:47.265000,100
2021-09-30 16:44:48.264000,100
2021-09-30 16:44:49.264000,100
2021-09-30 16:44:50.265000,100
2021-09-30 16:44:51.264000,100
2021-09-30 16:44:52.264000,100
2021-09-30 16:44:57.265000,100
2021-09-30 16:44:58.264000,100
2021-09-30 16:44:59.264000,100
2021-09-30 16:45:00.265000,100
2021-09-30 16:45:01.265000,100
2021-09-30 16:45:19.265000,100
2021-09-30 16:45:20.265000,100
2021-09-30 16:45:21.265000,100
2021-09-30 16:46:07.266000,100
2021-09-30 16:46:08.265000,100
2021-09-30 16:46:09.265000,100
2021-09-30 16:46:10.266000,100
2021-09-30 16:46:11.265000,100
2021-09-30 16:46:12.265000,100
2021-09-30 16:45:27.265000,100
2021-09-30 16:45:28.264000,100
2021-09-30 16:45:29.264000,100
2021-09-30 16:45:30.265000,100
2021-09-30 16:45:31.265000,100
2021-09-30 16:45:32.264000,100
2021-09-30 16:45:48.293000,100
2021-09-30 16:45:49.265000,100
2021-09-30 16:45:50.264000,99.75
2021-09-30 16:45:51.264000,100
2021-09-30 16:45:52.264000,100
2021-09-30 16:45:37.265000,100
2021-09-30 16:45:38.264000,100
2021-09-30 16:45:39.265000,100
2021-09-30 16:45:40.265000,100
2021-09-30 16:45:41.265000,100
2021-09-30 16:45:42.265000,100
2021-09-30 16:45:57.265000,100
2021-09-30 16:45:58.265000,100
2021-09-30 16:45:59.265000,100
2021-09-30 16:46:00.265000,100
2021-09-30 16:46:01.265000,100
2021-09-30 16:46:02.264000,100
2021-09-30 16:45:43.264000,100
2021-09-30 16:45:44.265000,100
2021-09-30 16:45:45.265000,100
2021-09-30 16:45:46.264000,100
2021-09-30 16:45:47.265000,100
2021-09-30 16:46:03.265000,100
2021-09-30 16:46:04.265000,100
2021-09-30 16:46:05.266000,100
2021-09-30 16:46:06.264000,100
2021-09-30 16:45:33.265000,100
2021-09-30 16:45:34.264000,100
2021-09-30 16:45:35.264000,100
2021-09-30 16:45:36.264000,100
2021-09-30 16:45:53.265000,100
2021-09-30 16:45:54.265000,100
2021-09-30 16:45:55.264000,100
2021-09-30 16:45:56.265000,100
2021-09-30 16:45:18.265000,100
2021-09-30 16:46:13.264000,100
2021-09-30 16:46:14.265000,100
2021-09-30 16:46:15.270000,100
2021-09-30 16:46:16.265000,100
2021-09-30 16:46:17.264000,100
2021-09-30 16:46:23.264000,100
2021-09-30 16:46:24.265000,100
2021-09-30 16:46:25.266000,100
2021-09-30 16:46:26.265000,100
2021-09-30 16:46:18.264000,100
2021-09-30 16:46:19.264000,100
2021-09-30 16:46:20.265000,100
2021-09-30 16:46:21.265000,100
2021-09-30 16:46:22.264000,100
