"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Mar 31, 2021 @ 13:33:27.263","18.35%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:33:23.897","23.13%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:33:22.263","14.4%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:33:18.897","23.19%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:33:17.263","10.88%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:33:13.897","25.07%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:33:12.263","10.62%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:33:08.897","22.55%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:33:07.263","12.68%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:33:03.897","20.93%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:33:02.263","10.1%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:58.897","16.11%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:57.263","11.68%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:53.897","16.67%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:52.263","9.45%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:48.897","12.25%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:47.263","10.72%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:43.897","10.43%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:42.263","9.9%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:38.897","12.17%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:37.263","9.45%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:33.897","7.26%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:32.263","10.34%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:28.897","8.82%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:27.263","9.77%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:23.897","4.94%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:22.263","9.67%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:18.897","4.43%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:17.263","9.69%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:13.897","3.39%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:12.263","8.68%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:08.897","0.5%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:07.263","8.89%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:32:03.897","0.3%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:32:02.263","13.2%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:58.897","0.3%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:57.263","8.33%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:53.897","1.3%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:52.263","9.91%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:48.897","0.6%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:47.263","5.99%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:43.897","0.4%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:42.263","5.88%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:38.897","0.5%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:37.263","3.31%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:33.897","0.3%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:32.263","1.4%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:28.897","0.3%","ip-172-31-2-90"
"Mar 31, 2021 @ 13:31:27.263","1%","ip-172-31-8-202"
"Mar 31, 2021 @ 13:31:23.897","1.2%","ip-172-31-2-90"
