"@timestamp","system.memory.used.pct","agent.hostname"
"Oct 6, 2021 @ 15:00:04.886","15.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:00:03.922","14.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:00:03.886","15.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:00:02.922","14.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:00:02.886","15.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:00:01.922","14.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:00:01.886","15.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:00:00.922","14.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:00:00.885","15.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:59:59.922","14.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:59:59.886","15.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:59:58.922","14.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:59:58.886","15.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:59:57.922","14.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:59:57.885","15.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:59:56.922","14.14%","ip-172-31-14-6"
