"@timestamp","system.memory.used.pct","agent.hostname"
"Oct 6, 2021 @ 15:52:25.377","35.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:52:24.922","36.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:23.922","36.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:22.922","36.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:21.922","36.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:21.547","36.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:08.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:07.922","36.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:06.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:05.922","36.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:04.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:03.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:02.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:01.922","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:52:00.922","36.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:59.922","36.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:58.922","36.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:57.922","36.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:57.626","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:55.886","35.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:54.885","35.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:54.415","35.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:50.886","35.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:49.886","35.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:49.249","35.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:46.886","35.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:45.886","35.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:44.886","35.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:43.886","35.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:43.063","35.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:34.886","35.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:33.886","35.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:32.886","35.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:32.447","35.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:28.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:27.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:26.922","36.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:25.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:24.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:24.886","35.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:23.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:23.886","35.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:22.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:22.885","35.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:22.387","35.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:21.922","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:21.280","36.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:17.886","35.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:16.886","35.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:15.886","35.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:14.886","35.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:13.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:12.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:11.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:10.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:09.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:08.886","35.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:07.886","35.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:06.886","35.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:05.886","35.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:04.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:04.886","35.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:04.125","35.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:51:03.922","36.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:02.922","36.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:51:02.058","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:56.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:55.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:54.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:53.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:53.333","36.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:51.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:50.922","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:49.922","36.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:48.922","36.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:47.933","36.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:42.886","35.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:41.886","35.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:40.886","35.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:39.886","35.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:38.886","35.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:37.886","35.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:36.886","35.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:35.886","35.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:35.244","35.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:31.922","36.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:30.922","36.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:29.922","36.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:29.368","36.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:24.922","36.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:23.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:23.609","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:20.922","36.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:19.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:18.922","36.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:17.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:16.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:15.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:14.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:13.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:13.886","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:12.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:12.886","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:11.922","36.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:11.886","35.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:11.103","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:10.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:10.877","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:08.886","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:07.886","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:06.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:06.886","35.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:05.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:05.886","35.04%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:04.922","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:04.886","35.04%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:04.015","36.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:50:03.886","35.04%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:50:03.487","35.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:57.922","36.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:56.922","36.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:55.922","36.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:54.922","36.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:54.507","36.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:50.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:49.886","35.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:48.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:48.061","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:42.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:41.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:40.922","36.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:40.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:39.922","36.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:39.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:39.343","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:38.922","36.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:38.841","36.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:37.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:36.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:35.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:34.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:33.922","36.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:33.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:32.922","36.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:32.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:31.922","36.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:31.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:31.498","36.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:30.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:29.886","35.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:28.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:27.922","36.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:27.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:26.922","36.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:26.886","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:26.111","35.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:49:25.922","36.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:25.752","36.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:18.922","36.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:17.922","36.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:16.922","36.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:15.922","36.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:14.922","36.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:13.922","36.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:12.922","36.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:12.910","36.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:49:00.922","36.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:59.935","36.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:58.886","35%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:57.886","34.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:56.886","34.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:55.886","34.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:55.321","34.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:54.922","36.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:53.922","36.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:52.922","36.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:51.922","36.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:51.886","34.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:50.922","36.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:50.886","34.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:49.922","36.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:49.886","34.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:49.239","36.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:48.886","34.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:47.886","34.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:46.886","34.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:45.927","34.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:35.922","35.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:34.922","35.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:33.922","35.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:32.922","35.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:31.922","35.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:30.922","35.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:29.922","35.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:28.922","35.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:27.922","35.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:26.922","35.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:25.922","35.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:25.886","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:24.922","35.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:24.886","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:23.922","35.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:23.886","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:23.333","34.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:22.922","35.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:21.922","35.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:20.922","35.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:19.922","35.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:19.886","34.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:18.922","35.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:18.886","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:18.167","35.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:48:17.886","34.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:16.886","34.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:15.886","34.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:14.886","34.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:13.885","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:13.869","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:08.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:07.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:06.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:05.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:04.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:03.885","34.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:02.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:01.886","34.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:48:00.886","34.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:59.886","34.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:59.276","34.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:35.922","35.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:34.922","35.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:33.922","35.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:33.886","34.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:32.922","35.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:32.886","34.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:32.187","35.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:31.886","34.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:30.886","34.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:29.885","34.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:28.885","34.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:27.922","35.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:27.885","34.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:27.844","34.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:26.922","35.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:26.386","35.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:19.922","35.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:18.922","35.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:18.511","35.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:12.886","34.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:11.886","34.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:10.922","35.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:10.886","34.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:09.922","35.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:09.886","34.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:09.730","35.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:08.886","34.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:07.886","34.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:06.886","34.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:06.763","34.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:05.922","35.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:04.922","35.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:04.745","35.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:47:03.886","34.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:02.886","34.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:01.886","34.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:47:01.387","34.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:58.922","35.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:57.922","35.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:56.922","35.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:55.922","35.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:54.922","35.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:53.922","35.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:52.922","35.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:51.922","35.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:51.624","35.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:49.922","35.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:48.922","35.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:47.922","35.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:47.401","35.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:44.886","34.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:43.886","34.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:42.886","34.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:41.886","34.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:40.886","34.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:39.886","34.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:38.886","34.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:37.886","34.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:36.886","34.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:35.886","34.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:34.886","34.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:33.886","34.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:32.886","34.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:31.886","34.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:30.886","34.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:29.885","34.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:29.529","34.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:24.654","35.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:21.922","35.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:20.922","35%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:19.922","34.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:18.922","34.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:18.501","34.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:07.922","34.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:06.922","34.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:05.922","34.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:05.886","34.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:05.368","34.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:04.886","34.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:03.886","34.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:02.922","34.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:02.886","34.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:02.028","34.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:46:01.922","34.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:46:00.922","34.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:59.922","34.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:58.922","34.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:57.922","34.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:56.922","34.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:55.922","34.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:54.922","34.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:53.922","34.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:52.922","34.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:51.922","34.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:50.922","34.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:49.922","34.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:49.389","34.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:43.886","33.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:42.886","33.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:42.474","33.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:37.886","33.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:36.886","33.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:35.886","33.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:34.974","33.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:33.886","33.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:32.886","33.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:31.886","33.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:31.549","33.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:25.885","33.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:24.886","33.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:23.886","33.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:22.886","33.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:21.886","33.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:20.886","33.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:19.886","33.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:18.886","33.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:18.541","33.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:14.922","34.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:13.922","34.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:12.922","34.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:12.474","34.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:09.922","34.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:08.922","34.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:08.886","32.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:08.005","34.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 15:45:07.886","32.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:06.886","32.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:05.886","32.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 15:45:04.922","34.42%","ip-172-31-14-6"
