timestamp,event
2021-10-05 13:50:56.759000,participantJoined
2021-10-05 13:51:07.920000,participantJoined
2021-10-05 13:51:20.824000,participantJoined
2021-10-05 13:52:07.985000,participantJoined
2021-10-05 13:50:39.602000,participantJoined
2021-10-05 13:50:30.819000,participantJoined
2021-10-05 13:50:47.142000,participantJoined
2021-10-05 13:51:54.287000,participantJoined
2021-10-05 13:53:22.292000,participantJoined
2021-10-05 13:51:37.017000,participantJoined
2021-10-05 13:53:01.005000,participantJoined
2021-10-05 13:50:10.150000,participantJoined
2021-10-05 13:50:16.889000,participantJoined
2021-10-05 13:50:23.628000,participantJoined
