timestamp,event
2021-10-05 14:14:20.760000,participantJoined
2021-10-05 14:14:55.824000,participantJoined
2021-10-05 14:16:11.695000,participantJoined
2021-10-05 14:18:13.062000,participantJoined
2021-10-05 14:18:55.685000,participantJoined
2021-10-05 14:14:13.447000,participantJoined
2021-10-05 14:14:29.134000,participantJoined
2021-10-05 14:14:40.842000,participantJoined
2021-10-05 14:16:40.432000,participantJoined
2021-10-05 14:17:10.718000,participantJoined
2021-10-05 14:17:35.420000,participantJoined
2021-10-05 14:19:42.477000,participantJoined
2021-10-05 14:15:14.294000,participantJoined
2021-10-05 14:15:29.714000,participantJoined
2021-10-05 14:15:48.405000,participantJoined
