timestamp,event
2021-10-05 13:45:53.447000,participantJoined
2021-10-05 13:46:06.960000,participantJoined
2021-10-05 13:46:27.104000,participantJoined
2021-10-05 13:46:58.030000,participantJoined
2021-10-05 13:46:11.309000,participantJoined
2021-10-05 13:46:18.586000,participantJoined
2021-10-05 13:46:34.865000,participantJoined
2021-10-05 13:46:45.021000,participantJoined
2021-10-05 13:47:11.479000,participantJoined
2021-10-05 13:47:24.077000,participantJoined
2021-10-05 13:47:39.110000,participantJoined
2021-10-05 13:46:00.103000,participantJoined
