"@timestamp","system.cpu.total.norm.pct"
"Mar 24, 2021 @ 09:53:23.852","0%"
"Mar 24, 2021 @ 09:53:24.852","30.3%"
"Mar 24, 2021 @ 09:53:25.852","28.5%"
"Mar 24, 2021 @ 09:53:26.852","30.88%"
"Mar 24, 2021 @ 09:53:27.852","34.41%"
"Mar 24, 2021 @ 09:53:28.852","31.44%"
"Mar 24, 2021 @ 09:53:29.852","37.32%"
"Mar 24, 2021 @ 09:53:30.852","30.12%"
"Mar 24, 2021 @ 09:53:31.852","37.59%"
"Mar 24, 2021 @ 09:53:32.852","34.97%"
"Mar 24, 2021 @ 09:53:33.852","39.65%"
"Mar 24, 2021 @ 09:53:34.852","34.33%"
"Mar 24, 2021 @ 09:53:35.852","40.2%"
"Mar 24, 2021 @ 09:53:36.852","40.8%"
"Mar 24, 2021 @ 09:53:37.852","43.89%"
"Mar 24, 2021 @ 09:53:38.852","37.78%"
"Mar 24, 2021 @ 09:53:39.852","40.9%"
"Mar 24, 2021 @ 09:53:40.852","44.42%"
"Mar 24, 2021 @ 09:53:41.852","40.4%"
"Mar 24, 2021 @ 09:53:42.852","50.25%"
"Mar 24, 2021 @ 09:53:43.852","43.47%"
"Mar 24, 2021 @ 09:53:44.852","51.25%"
"Mar 24, 2021 @ 09:53:45.852","54.27%"
"Mar 24, 2021 @ 09:53:46.852","47.98%"
"Mar 24, 2021 @ 09:53:47.852","55.84%"
"Mar 24, 2021 @ 09:53:48.852","45.78%"
"Mar 24, 2021 @ 09:53:49.852","54.66%"
"Mar 24, 2021 @ 09:53:50.853","55.03%"
"Mar 24, 2021 @ 09:53:51.852","49.35%"
"Mar 24, 2021 @ 09:53:52.852","63.16%"
"Mar 24, 2021 @ 09:53:53.852","53.42%"
"Mar 24, 2021 @ 09:53:54.852","61.42%"
"Mar 24, 2021 @ 09:53:55.852","62.12%"
"Mar 24, 2021 @ 09:53:56.852","62.12%"
"Mar 24, 2021 @ 09:53:57.852","73.43%"
"Mar 24, 2021 @ 09:53:58.852","62.91%"
"Mar 24, 2021 @ 09:53:59.852","67.59%"
"Mar 24, 2021 @ 09:54:00.852","66.25%"
"Mar 24, 2021 @ 09:54:01.852","64.54%"
"Mar 24, 2021 @ 09:54:02.852","65.99%"
"Mar 24, 2021 @ 09:54:03.852","65.4%"
"Mar 24, 2021 @ 09:54:04.852","72.45%"
"Mar 24, 2021 @ 09:54:05.852","81.25%"
"Mar 24, 2021 @ 09:54:06.852","76.59%"
"Mar 24, 2021 @ 09:54:07.852","85.11%"
"Mar 24, 2021 @ 09:54:08.852","77.39%"
"Mar 24, 2021 @ 09:54:09.852","68.02%"
"Mar 24, 2021 @ 09:54:10.852","63.43%"
