timestamp,event
2021-10-05 14:11:37.003000,participantJoined
2021-10-05 14:12:19.142000,participantJoined
2021-10-05 14:11:13.400000,participantJoined
2021-10-05 14:10:52.245000,participantJoined
2021-10-05 14:10:35.389000,participantJoined
2021-10-05 14:09:31.753000,participantJoined
2021-10-05 14:10:00.553000,participantJoined
2021-10-05 14:09:06.341000,participantJoined
2021-10-05 14:09:13.682000,participantJoined
2021-10-05 14:09:22.670000,participantJoined
2021-10-05 14:09:43.964000,participantJoined
